smiles,inchikey,group,fold
C1=CC(=NC=C1Cl)SCC#CCSC2=NC=C(C=C2)Cl,VWDYYKPTKDZICP,10,train
C1C2=C(C3=CC=CC=C3O1)NC(=O)C(=C2C4=CC5=C(C=C4)OCO5)C#N,IEVFKOZVGBBFDC,5,train
CCCCN1C2=C(C=CC(=C2)C)S(=O)(=O)C(=N1)C(=O)N3CCCCCC3,BRCLGPIAASQKSD,10,train
COC1=CC=C(C=C1)NC2=C(N=C(O2)C3=CC=CO3)S(=O)(=O)C4=CC=C(C=C4)F,WTCRACIGBWPZCE,6,train
C1=CC2=C(C=CC3=C2C(=C1)C(=O)N3)S(=O)(=O)NC4=NC=NN4,VKDNZSQLIOTCNE,9,train
CC1(CC2=NN(C(=C2C(=O)C1)C3=CN=CC=C3)C4=CC=CC=C4)C,ZOSKHAQYLPBPOV,6,test
C1CCC(CC1)CC(=O)N2CCCSCC2CN3CCOCC3,JUYGUGZFNZDGHW,10,train
CCCN1C=CC2=C(C1=O)C(=C(S2)C)C(=O)NCC3CCCCC3,VSFYEIARHRAQGF,10,train
CCCOC1=C(C=C(C=C1)C2=C(C(=NC(=N2)SC)N3CCC(CC3)C)C#N)OC,MVOOZPDUOMIHKA,9,train
CCOC(=O)C1=C(SC2=C1CCC(C2)C)NC(=O)CN3CC4(CC3CC(C4)(C)C)C,RFPUDJTYKWVUIJ,10,train
CCCOC1=CC=CC=C1NC(=NS(=O)(=O)C2=CC=C(C=C2)C)NC3=NC(=CC(=N3)C)C,WPZROIQXGYQBJB,10,train
C1CCC(C1)C2=NC(=NO2)CNC(=O)C3=COC(=N3)C4CC4,ZJGSUTHNEXTAJJ,10,train
CC(C)NC1=NC(=NC(=N1)N2C=NC(=N2)SC)NC(C)C,BHVSZEXEGQWIPK,7,train
C1=CC(=CC(=C1)Cl)C2=CC=C(O2)CNCCCN3C=CN=C3,IAFQQWQUGMCVKK,9,train
CC(CC1=CC=CO1)N2CC(=C(C2=N)C3=NC(=CS3)C4=CC=CC=C4)O,IZNAMGDXRXEQDO,10,train
C1CCN(CC1)CC(=O)N2C(C3CCC4=CC=CC=C4C3=N2)C5=CC=CS5,QGFZWIJGDSWWST,8,train
C1C(=O)NC2=C(O1)C=CC(=C2)S(=O)(=O)NC3=CC4=C(C=C3)N=CN(C4=O)CC5=CC=CC=C5,BTJSLHBTZKCWBU,10,train
CCC1C(=O)NCCN1C(=O)C2=CC=C(O2)Br,VENUHWNWSDJZJV,8,train
CC(=O)NC1=C(N=CC=C1)OC2=C(C=C(C=C2)OC)C(=O)N,BKRWEHYIOGQUSG,8,train
CC1=CC(=CC=C1)C2=NC(=NO2)CNC(=O)CCC(F)(F)F,VKAJDUKIRCEYMR,10,val
C1=CC=C2C(=C1)C=C(N2)C(=O)NCCCNC(=O)C3=CC=CS3,GIRHWLIBDCKYSB,7,train
CC1=CC(=C(C(=O)N1/N=C\C2=CC=C(C3=CC=CC=C23)OC)C#N)C,OOCIYAGKGITJAH,10,train
CCC1=CC(=NC(=N1)SC)N2CCN(CC2)CCN3N=CC=N3,ZJEPNTABSZKVMM,10,train
CC1=NN(C=C1CN2CCN3C(=NN=C3C4=CC=C(C=C4)OC)C2)C,QFRXNFCIQOTBET,10,train
C1COCCC1NC(=O)N(CC2=CC=CC=N2)CC3=CC=CO3,HJCSPNHJXFZOIN,10,test
COC(=O)N1CCC2=C(C1)C=C(C=C2)NC(=O)NC3CCOCC3,VTNGUNPXMFGVHQ,10,train
COC1=CC=C(C=C1)C2(CCOCC2)CNC(=O)NC3CCOCC3,XQYOYUSAIDHFPA,10,train
CC1=CC(=C(C=C1OC)S(=O)(=O)NC(C)C2=CC=C(C=C2)N3C=CN=C3)OC,ZLRXCIWYYPHBLX,10,train
CC1=NC2=C(C3=C(S2)CCCC3)C(=O)N1NC(=O)C4=NN(C(=C4Cl)C(F)(F)F)C,SECOBUHEJPBJEB,10,train
C1COCCN1C(=S)NC2=CC=C(C=C2)S(=O)(=O)N,QQMHFJKFACNFDB,9,train
CC1=CC2=C(C=C1C)N(C=N2)CCC3=NOC(=N3)C4=CC=CO4,KXLWPFYBKZYMDQ,10,train
COC(=O)C1=CC=CC(=C1)CNC(=O)CSC2=NN=C(S2)N,DNWWLMJFWJSJIO,9,val
COC(=O)CCCCC1C(C(CS1)NC(=O)C2=CC=CC=C2)Cl,CYFNCZCKUMVNJB,6,train
CCSC1=NN2C(=C(C=NC2=N1)C3=NC(=NC=C3)N4CCN(CC4)C)C,OAMLDQZERFBFCQ,10,train
C1CCC(C1)CC(=O)NCCN2C3=C(C=N2)C(=O)N(C=N3)CC4=CC(=CC=C4)Cl,NMXGURPTOJIXGF,10,train
CC1(CC2=C(C(C3=C(N2)NC(=S)NC3=O)C4=C(C=C(C=C4)Cl)Cl)C(=O)C1)C,LOHHERLGJHQIKL,10,train
C1CC2C3=C(CC1N2C4=NC=NC5=C4C=C(C=C5)Cl)NN=C3,IYBULWCPCAYTDU,10,train
C1=CC2=C(C=C1Cl)C(=NC=N2)NCCC(C3=CSC=C3)O,ASFIIBUDFDBDRV,9,train
CC1=C(C(=NN1C2CCN(CC2)C)C(F)(F)F)C(=O)N3CCCC3,WDYFZPWKBMYXMD,10,train
CCC(=O)NCC1=CC=C(S1)C2=NOC(=N2)C3CCN(CC3)C(=O)C,RINTYJKGVUBUQR,10,train
CC1=CC2=C(C=C1)N(CCC2)C(=O)C3=NN(C(=O)C=C3)CC4=CC=C(C=C4)F,DAAPQMKUXCGARN,10,train
C1=CC=C(C(=C1)C(F)(F)F)S(=O)(=O)NCC2=CC(=NC=C2)C3=CSC=C3,VLJZIHBOFLEFES,10,train
CC(C)N1CCC(CC1)CC(=O)N2CCC3=C(C2)C(=NN3C)C4=NC(=NO4)C5CC5,XXEWBPLAUFPAIJ,10,train
C1CCC(C1)OC2=CC=C(C=C2)C(=O)N/N=C\C3=CC=CC=N3,RCLLUEYANFPMSM,10,train
C1CN(C2C1CN(C2)C3=CC=CC=N3)C4=NC5=CC=CC=C5N=C4,CZDUQEAXPDXVKR,8,train
CC1=CC=C(C=C1)CSCC(=O)N/N=C\C2=C(C=CS2)C,HZEUBQRRTOFTQI,8,train
CC1=NC2=CC=CC=C2C(=O)N1N3C(=CC(=C(C3=O)C#N)C(F)(F)F)C4=CC=CC=C4,OSEAPMFILKGYRR,10,train
C1COCCN1CCNC(=O)CSC2=NC(=CC(=N2)C(F)(F)F)C3=CC=C(C=C3)F,XUFRHWPICGJUIO,10,train
CCOC(=O)N1CCN(CC1)C(=O)C2C3C=C[C@@]4(C2C(=O)N(C4)C5=NC6=C(S5)C=CC(=C6)OC)O3,BPQLHNFWBGIOHV,10,train
COCCN1CCC(CC1)NC(=O)CC2=CC(=CC=C2)OC,XLZLRPSCEPXPPH,8,test
C1CCC(C1)CC(=O)N2CC(C2)C3=NC(=NO3)C4=NC=CC=N4,SZQKNOWYJSSMDS,10,train
CC(=O)OC1=CC=C(C=C1)CN2C=NC3=CC4=CC=CC=C4C=C32,ZWRZMOOSKFCSPP,9,test
C1CCC(C1)(CNC(=O)NCC2CCCO2)C3=CSC=C3,XGADIKOFMAPVHQ,10,train
C1C(CN1C(=O)C2=CSC=C2)C3=NC(=NO3)C4=CC(=CC=C4)Cl,QLPQYTXDMVNSJW,10,train
CCOC1=CC=C(C=C1)NC(=S)NNC(=S)NC2CCCC=C2,IPZDLSZXZLZHOT,10,train
CC1=NC(=CC=C1)NS(=O)(=O)C2=CC=C(C3=CC=CC=C32)Br,WQMOHYVGHSAVHV,8,train
CC1=CC(=O)OC2=C1C(=CC(=C2)OCC(=O)C)OCC(=O)C,ZXOMRUDPVZECDL,7,train
C1=CC(=CC(=C1)Cl)NC2=NC(=CS2)CC(=O)NCC3=CC=CO3,LSGHXPKFYFWGLP,10,train
CC(C)N=C1N(C(=O)C(S1)CC(=O)NC2=C(C=CC(=C2)Cl)OC)C(C)C,WCCMLEBYPQIAFD,5,train
CC1=NC2=C(CCC2)C(=N1)N3CC4CN(CC4C3)C(=O)C5=CN(N=C5C(F)F)C,ZPZOOQGFJBTWMM,10,train
CCN1C2=C(C(=NC=N2)N3CCN(CC3)C(=O)C4=CC=C(O4)Br)N=N1,HLMIISQJUKHPME,10,train
C1CN(CCN1C2=NN=C(C=C2)N3C=CC=N3)C(=O)C4=CC=C(C=C4)C5=CC=CC=C5,ZAWSIXZRVQZSTO,10,train
CC1=C(NC2=C1C=C(C=C2)C3=NN=C(O3)SCC(=O)NCCC4=NC5=CC=CC=C5N4)C,SOZSSCDTBMFFHX,10,train
CC1=CC2=C(C=C1)OC3=C(C=C(C=C3)NC(=O)C4CC4)C(=O)N2,WFQDBJVFKSJEBA,7,train
CC1=NC2=CC=CC=C2N1CCC3=NOC(=N3)C4=CC=C(C=C4)OC,VZMDPOLSPNYABK,7,train
C1CN(CCN1CCN2C=CC=N2)C(=O)C3=NC4=CC=CC=C4S3,KPSGVGPGONTROW,10,train
C1C(CN1C(=O)CCC(=O)C2=CC=CC=C2)C3=NC(=NO3)C4=NC=CN=C4,WWLBKSVQQIEOHQ,10,train
CC1=CN2C(=NC(N=C2C3=CC=C(C=C3)OC)(C(F)(F)F)C(F)(F)F)C=C1,PCCBWMZDRZJHAX,10,train
CN(C)C1=NC(=NC(=N1)N)CSC2=NN=C(N2C3=CC=CC=C3)CCC4=CC=CC=C4O,OHFIWYUGZMKHOZ,10,train
CN(C)C1=NC=NC(=C1)NC2CCN(CC2)C3=NC=CC(=C3)C#N,RURDKZONUCGMTI,10,train
CC(C)CS(=O)(=O)NC1=CC2=C(C=C1)OCC(C(=O)N2)(C)C,UAILCIWSUGVIAW,10,train
CC(C)COC(=O)N1C=CC(=N1)C(=O)NC2=CC=C(C=C2)C(=O)C,CWTZVDGSHYUWQU,10,train
CC(C)(C)C(=O)N1CCC(CC1)NC2=NC=NC(=C2)C(F)(F)F,ZRJOLQGEKCJXDC,10,test
CC1=CC(=O)C2[C@](C1CC[C@](C)([C@@H](CO)O)O)(CCCC2(C)C)C,SVSBMWDRQDUELL,3,train
CC1=CC(=C(C=C1)OC)NC(=O)C2=CN=C(C=C2)C(=O)NC3=C(C=CC(=C3)C)OC,ODYRSOYMHZMRMK,8,train
CN(C)C1=NC(=NC=C1)N2CCN(CC2)C3=C(C=C(C=N3)Br)C(F)(F)F,GDDOIUJDOWMDMW,10,train
CCCCC(=O)N1CCN(CC1)CC2=NC(=CS2)C,RTKFGZLYNHZAAP,10,train
CC(C)C1=NN=C2N1CCN(C2)C(=O)C3=CC(=CC=C3)OC,GGLSNUYCXLZBAJ,9,test
CC(C)C(=O)NCCN1CCN2C=C(C(=O)C=C2C1=O)OC,RDTAAFXREHAATP,10,train
CCCN1C(=CC(=N1)C)CN(C)C(=O)C2=CN3C=CC=CC3=N2,UEKCRLHLFXXMLA,10,train
C1=CC=C2C(=C1)C(=NO2)CC(=O)NCC3=C(N=CC=C3)C4=CC=CS4,PHMHMNBAJFRPCN,9,train
C1=CC2=NN=CN2C=C1S(=O)(=O)N(CC3=CC(=CC(=C3)F)F)C4=CC(=CC(=C4)F)F,VFJGGNXTCFBRNT,7,train
CCOC(=O)C1CCC(CC1)CNC(=O)NC2CCN(CC2)C3=NC=NC4=C3CCCC4,HWYUYQDGWMJVIJ,10,train
C1CC(=O)N(C1=O)C2=CC=C(C=C2)C(=O)NC3=NC(=CS3)CN4CCC5=CC=CC=C5C4,HNFNNDXTMQRPEQ,10,train
CCN1C=C(C=C1C(=O)NCCOC)C2=CC=C(C=C2)Cl,HBHFLVQNKUDSQX,9,train
CC1=C(C=C(C=C1)C(=O)NCCC2=CC3=C(C=C2)N(CCC3)C)C,CEGQNWIQLKVBNO,8,train
CN1CCN(CC1)CC(CC2=NOC(=C2)C3=CC=CC=C3Cl)C#N,DXRIJRWXZCZAHA,10,train
CC1CCN(CC1)C(=O)N2CCN(CC2)C3=C(C=CC(=C3)Cl)Cl,QFZBWBASJOWTNS,9,train
COC1=C(C=CC(=C1)Cl)C(=O)NCCN2C=NC3=C(C2=O)SC=C3,CTHPMHZPECQQFU,10,train
C1CC2C(=NC3=CC=CC=C3N(C2=O)CC(=O)NC4CCC5=CC=CC=C45)C1,LGNMTTKXCKEPOS,10,train
CCN1C=CC=C1C2=NOC(=N2)CNC(=O)C3=CC=C(C=C3)CN4CCCCC4,QOPXJJBDUPTVFU,10,train
CC1=C2C(=C(C=C1)OC)N=C(S2)N(CC3=CC=CO3)C(=O)CC4=CC5=C(C=C4)OCO5,HTMDNZHOOCFPCJ,10,train
C1CCC(C(C1)NC(=O)C2=CC=CO2)NC(=O)C3=CC=CO3,LQIWHZFPZLBLPS,8,train
COC1=CC=CC(=C1OCC2=CC=C(C=C2)Cl)CNC3=NC=NN3,MFBWUXKEKDYGHW,8,val
CCCN1C=NC2=C1C=C(C=C2)C3=NOC(=N3)C(C)OC4=CC=CC=C4,MKXRLZMDCSBYDC,7,val
C1=CC(=C(C=C1Br)Cl)C2=CC=C(O2)CNC3=NC=NN3,XPLJNHKHVMWXQE,9,train
CC1=CC(=NC2=C1C(=C(S2)C(=O)NC3=CC4=C(C=C3)OCO4)N)C(F)F,CUYGTWRDESNGJA,4,train
CC1=CC(=CC=C1)CN2C=C(C(=N2)S(=O)(=O)N3CCSCC3)C(=O)O,JGOYSKCDQZZOJN,10,train
CCC1=NN=C(O1)C2=CN(C(=O)C=C2)CC(=O)NCC3=CC(=C(C=C3)F)Cl,LIFLIAKZILCEHX,10,train
C1=CC=C(C(=C1)C(=O)NC2=CC=CC(=C2)NCC3=CC=NC=C3)Cl,TUGJJMIPZFZUPF,7,test
CCCC1=NC2=C(C(=NN2C(=C1)NC3=CC=NC=C3)C)C4=CC=CC=C4,FNOVJEJTUXZKOG,3,train
CC1=CC=C(C=C1)S(=O)(=O)C2=C(OC(=N2)C3=CC=CS3)N4CCOCC4,ZSTHAFWJDFXSGW,10,train
CCCC1=NN(C(=C1)C(=O)NC2=CC=C(C=C2)CS(=O)(=O)N3CCOCC3)C,YIBSWNALSOLWQT,10,train
C1=CC=C(C(=C1)C(=O)NCC2=CC=C(C=C2)Cl)C(=O)NCC3=CC=C(C=C3)Cl,IYIUCSFDAUOOCB,8,train
CC1=CC(=C(C=C1)OC)NC(=O)N2CCC(CC2)C3=NOC(=C3)N,XLGMSIZANVDPOZ,10,train
CC1=NNC(=O)C1CCC(=O)N/N=C\C2=C(C=C(C=C2)OC)OC,IZUPUFJGTVBOJL,10,train
CCN(CC)CCOC(=O)CC1(C(=O)NC2=CC=CC=C2S1)C,VIVNAXHWGUSISU,8,val
CC1=C(C(=CC=C1)NC(=O)N2CCC3=NC(=NC=C3C2)C4=CC=C(C=C4)F)C,HKWOAGSHAHKUGV,10,train
CC1=C(C=C(C=C1)N2C3=C(C=CC=N3)S(=O)(=O)N(C2=O)CC(=O)OC)F,MIUKQRMTDNUYQT,10,train
CN1CCN(CC1)NC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=C(S4)Cl,WCFJJPZMQIIEKB,10,train
CC(=O)NC1=CC2=C(CC(N(C2)C(=O)C3=C(C=CC=C3F)F)C(=O)N4CCCC4)C=C1,VRRPMPCUMIFDQX,10,train
C1=CC=C2C(=C1)N=C(N2CC3=CC=C(C=C3)Cl)SCC(=O)N/N=C\C4=CC=CC=N4,JMGJKUPANZAQQR,10,train
C1=CC=C2C(=C1)NC(=N2)SCC3=CN4C=CSC4=N3,PVWYURYCPBJONX,10,train
CCC(CC)C(=O)NC1=NON=C1C2=CC3=C(CCCC3)C=C2,FTLIIDKRAZGZFS,10,train
CC1=CC(=CC=C1)C(=O)N(C2=NC=CC=N2)C(=O)C3=CC=CC(=C3)C,XZQXJZYTVXNIOJ,9,test
C1OC2=C(O1)C=C(C=C2)CNC3=CC=CC(=C3)C4=NC5=CC=CC=C5N4,JDDUVIPVMGQYJT,7,train
C1CCCN(CC1)C2=NC3=C(N=NN3C4=C2SC=C4)S(=O)(=O)C5=CC=CC=C5,WJGKJSBYYRKSMX,10,train
C1C=CCC2C1C(=O)N(C2=O)C3CN(C3)C(=O)C4=CSC=C4,JZWMEOSWGGSEEF,10,train
CC1=CC=C(O1)C(=O)NC2=C(C(=CS2)C3=CC=CS3)C(=O)N,WXZGDQWUDAANTN,10,train
C1=CC=C(C=C1)NC2=NN=NN2NC(=O)CC3=C(C=CC=C3Cl)F,ATGDHLVANXVEBH,10,train
CC1=C(C(=NN1C(=O)C2=CN=CC=C2)C)SC3=CC=C(C=C3)Br,BQOVVEJDXLCQPF,10,train
CC1=C(C(=O)OC2=C1C=CC(=C2)O)CC(=O)NCCC3=NC(=NO3)C4=CC=CC=C4,OIOHVWKANUXBKG,10,train
COC1=CCC2=C(C1)CCNC2CC3=CC(=C(C=C3)O)OC,SCIKTLPLGSDNQB,6,val
CCOC(=O)C1=C(C2=C(C=CN=C2S1)N(C)C)N=CN(C)C,FVGBVZPZELYCND,10,train
CN(C)C1=CC=C(C=C1)/C=N\N2C(=O)C3C4CCC(C3C2=O)C=C4,AYXVOMORPYSBRU,10,train
CCC(C(=O)N/N=C\C1=CC=CC(=N1)C)NC2=C(C=C(C=C2)C)C,LTHLNXMCXUAVBU,8,test
C1=CC=C2C(=C1)C=C3C=CC=CC3=C2/C=N\NC(=O)C4=NON=C4N,CVOFGXQAPUQZAM,10,train
COC1=CC=C(C=C1)N2C=C3C(OC4=CC=CC=C4C3=O)SCC2=O,UTMYTTZKVTVWNF,9,train
C1CCC(CC1)NC(=O)CC2=COC3=C2C4=CC=CC=C4C=C3,KYGRYQJYVQSEMA,10,train
C1CCC(CC1)C(=O)N/N=C\C2=CC=C(S2)Br,PRHRNNSUUOEIOJ,9,train
CC(C)(C)NCC1=C(C=CC(=C1)Br)OCC2=CC=CS2,AYTJXAGPYRAKAF,8,train
CCC1=NC(=C2C3=C(CCCC3)SC2=N1)N4C5=C(C=C(C(=C5)C)C)N=N4,YIOMLVGVMQNPSG,10,train
CC1=C(N(C(=C1C#N)NC(=O)COC2=CC=CC=C2OC)CC3=CC=CO3)C,XRKMJWWQHJENDQ,10,train
CCC1CCC2=NC3=C(C=C2C1)C(=C(S3)C(=O)C4=C(C=CC(=C4)OC)OC)N,ZRJQLWFGAJIOQI,9,train
CC1=CC=C(C=C1)N(CC2=CC=CC=C2OC(=O)C3=CN=CC=C3)C4=NS(=O)(=O)C5=CC=CC=C54,NZNUBCLBJSREGO,10,train
CCCCCC1CC(C(=O)O1)CC(C)C(=O)NC2=NN=CS2,FDPQTDXVQVRNLX,10,train
C1CCN(C1)C2=C(C3=CC=CC=C3CC2)C(=O)C4=CC=CC=C4Cl,ZSUGDMDDNBETIQ,8,train
CCOC1=CC=C(C=C1)SC2=C(C3=CC=CC=C3N2C(=O)C)NC(=O)C,NCWURZGZMRDSKD,10,train
C1COC2=C(C=C(C=C2)C3=CC=NC4=NC(=NN34)CCC5=CC=CC=C5)OC1,QUWJBXIBCWTEAG,10,train
CN1C2=C3C(=C(C=C2)S(=O)(=O)NC(CC4=CNC5=CC=CC=C54)C(=O)O)C=CC=C3C1=O,KCBJTDNGWZJUGQ,10,train
CC1=CC=C(C=C1)C2C=NN(C2=O)C3=CC=C(C=C3)Br,CNPYGESZRWRQRP,8,train
CCOC1=CC=C(C=C1)N2C=CN=C(C2=O)NCCCC3=CC=CC=C3,YOWDQPWLTJRVQS,10,train
CCOC1=CC2=C(C=C1)OC(=C2C(=O)NC3=CC=C(C=C3)N(C)C(=O)C)C,KCWFXPTWXNRSDL,9,train
CC(C)(C)N1CC(CC1=O)C2=NC3=CC=CC=C3N2CCOC4=CC=CC=C4Cl,YTFMORJSUYRWDM,8,val
CC(=O)N1CCN(CC1)CC2=CC(=O)C(=CN2CC(=O)NC3=CC(=CC=C3)F)OC,OXXKKHBFGKPWRR,10,train
CC(C)(C)C(C(N1C=NC=N1)OC2=CC=C(C=C2)Cl)N=C3C4(CCCCC4)N(C(=S)N3)CC#N,GCRWITVFDLJINC,10,train
CC(C)CNC1=NC(=CS1)C(=O)NC2=CC=CC3=C2C=CN3,VBXUQPUQYGLOQT,9,train
CC1=C(C(=NC(=N1)N2CCCC2)C)NC(=O)C3=C(N=C(S3)C)C,YGMMGMBRBMIVOX,10,train
CCC1=CC(=O)N(C(=N1)N2C(=CC(=N2)C)C)CC(=O)NCCOC,QERQVKXJWGGAAS,8,train
CC1=NN(C2=NC3=C(C=C12)C(=O)NC(N3)C4=CC=CS4)C5=CC=CC=C5,YBGJXYKBNXRRNJ,10,train
CC/C(=N/NC(=S)N)/CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,FMJOCWUEOOUVPO,9,train
COC1=NN=C(C=C1)OC2CCN(C2)C(=O)C3=NC=CN=C3,DWCIAQFEFPWQTJ,10,train
C1=CC(=C(C=C1Cl)Cl)CSCC2=NN=C(S2)N,RBWHAFPXHLGKNP,6,test
CC\1CCC2(C(CCC(C2/C1=N\NS(=O)(=O)C3=CC=C(C=C3)C)C(C)C)C)O,VUGGHMZYUWKQCY,10,train
CCC(CC)N1CCN(CC1)CC2=NC3=CC=CC=C3C(=O)N2C4=CC=C(C=C4)F,DQUKJAXVQOZANT,10,train
CN1C=C(C2=C(N=CN=C21)N)C3=CC4=C(C=C3)NCC4,CXRNQXFFWARLSJ,10,train
CC1=CC(=CC(=C1)C([C@@H]2CCCN2)(C3=CC(=CC(=C3)C)C)O)C,MXIOBZPVLNQGIU,8,train
C1=CC(=C(C=C1N)C(F)(F)F)C2=C(C=C(C=C2)N)C(F)(F)F,NVKGJHAQGWCWDI,8,train
C1=CC=C2C(=C1)N(C3=CC=CC=C3S2)CC4=NN=C(O4)SCC(=O)N,WLPDYFYCFHRJER,10,train
C1=CC=C(C=C1)S(=O)(=O)N2C(=CC3=C2N=CN=C3Cl)I,PEVCDMDOTQHPPL,10,train
CC1=CC2=C(C=C1Cl)NC3=CC(=NN=C3N2C)C4=CC=CC=C4,PSWSWZIYNHHYHB,10,train
C1CC1C2=CN3C(=CSC3=N2)CCC(=O)NCC4=CC=CC=C4F,XZUMJSXPCYDNNR,10,train
CC1=NN(C(=N1)C)C(C(=O)C(C)(C)C)OC2=C(C=C(C=C2)Cl)Cl,GNNUATACUSZEFH,3,val
CC1=C(C=C(S1)C2=C(C(=NC3=C2CCCCC3)N)C#N)Br,OMJZOXYWBVKDMU,10,train
C1CC2=CC(=NN=C2C1)C(=O)NCCC3=CSC(=N3)C4=CC=C(C=C4)F,FOAJESKJPPITRD,10,train
CC1=CC(=C(C=C1)C(=O)CN2C=NC3=C(C2=O)C=NN3C4CCS(=O)(=O)C4)C,KYJFYLKBWMNNEB,10,train
CC1=CC=C(C=C1)NC(=S)NC2=CC3=NSN=C3C=C2,LKPYVMSYBZFGDR,9,val
CC1=C(C(=O)C2=C(C=CC(=C2N1)OC)OC)CN3CCCC3,CTQRZAITVBRFQD,5,test
CC(=O)NC1=NC=C(S1)S(=O)(=O)NC(=O)C2=CC=CC=C2,QRSQCHAMGNNKHE,7,train
CC1=CC(=NC2=C1C(=C(S2)C(=O)C3=C(C=C(C=C3)F)F)N)C(F)(F)F,HDGAWFHDNOTQMM,6,train
C1=CC(=C(C=C1C(=O)NCCOCCOC(=O)C2=CC(=C(C=C2)F)F)F)F,DNPQXKIRYRVAEE,8,train
CC1=CC=C(C=C1)S(=O)(=O)C(CNS(=O)(=O)CCC(=O)OC)C2=CC=CO2,WCZDUFOLQSSLBU,10,train
CC1=CC(=CC=C1)C(=O)NCCC2=NN=C(N2C)SCC(=O)N3CCN(CC3)C4=CC=CC=C4,LLVLFPAARFZTSA,10,train
CC1=CC=C(N1CC(=O)NC2=NC(=CS2)C3=CC=CC=N3)C,JXKSIMBNJXGGBC,9,train
CC(C)N1C2=C(N=C1OC3=CC=CC=C3Cl)N(C(=O)N(C2=O)C)C,ZZFXMVWAXOAYAJ,6,train
CC(=O)C1=C(C(=O)N(C1C2=CC3=C(C=C2)OCO3)CCCN4CCOCC4)O,VEAKSCPELCXKSI,10,test
CC1(CC2(CC(C3=CC(=C(C=C3O2)O)Cl)C4=CC=CS4)NC(=S)N1)C,KTLBDBUVOUICSC,10,train
CCOC(=O)CC1=CSC(=N1)NC(=S)NC(=O)C2=CC=CC=C2Br,CXNSVSMYHQZWIC,10,train
CCOC(=O)N1CCC2(CC1)NC(CC(=N2)C3=CC=CC=C3O)C4=C(C=CC(=C4)F)F,CFSIHCAUHXNDFB,10,train
CCOC1=CC=C(C=C1)C(=O)OC2=C(C(=CC(=C2I)OCC)OCC)C(=O)C,MRKNWPQTXLKLHV,7,test
CC(=O)NC1=C(C=C(C=C1)Cl)C2=NN=C(NC2=O)SC,GJBCVRIEQZUGIX,7,val
CCC(C)N1CCN(CC1)CC2=CC(=C(C(=C2)OC)OC)OC,YHFRPJSNJODYKE,6,train
CC1=CC(=C(C(=O)N1)C(=O)NCCN2C3=CC=CC=C3NC(=O)C2=O)C,MCWCAAJLZAOSDJ,10,train
CC1=CC(=C(C(=O)N1)C(=O)N2CCC(CC2)(C3=CC=C(C=C3)Cl)O)C,YJTJORQWMLCRGZ,10,train
CC1=C(C=C(C=C1)N=C2NC(=O)C(S2)CC(=O)NC3=C(C=C(C=C3C)C)C)C,AVZVFACXTAYYOW,10,train
CC1=CC(=C(C(=C1)C)C(=O)CSC2=NN=C(N2N)C3=C(C=C(C=C3)Cl)Cl)C,DMBDSVAUFNAKHL,6,train
C1CC(CCC1C(=O)NC2=CC(=C(C=C2)Cl)Cl)N3C(=O)C4C5CCC(C5)C4C3=O,CEVXNXJGTYHRCT,10,train
CC(C(=O)N/N=C\C1=CC(=C(C=C1)N(C)C)Br)N(C2=CC=CC=C2)S(=O)(=O)C,OBUJQPRMTVEICT,10,train
CC1=CC2=C(C=C1C)N=C(N2)SCC(=O)NC3=NOC(=C3)C,QAFLWFJTMWHCQW,10,train
CC(C)CN1CC(CC1=O)C(=O)NC2=NN=C(S2)C3=CN=CC=C3,ZKLUNVKGUSLYHZ,10,train
CCCN(CCC)C(=O)C1=C(N=C(S1)COC2=CC=C(C=C2)C)C,BEYBCICFDJDJTD,9,val
COC1=CC=C(C=C1)C2NN3C(=NN=C3S2)C4=CC5=CC=CC=C5O4,ZGYVIYQLPTWWFU,9,train
C1=CC=C(C=C1)C2=NC(N=C(N2)C3=CC=CC=C3)(C(F)(F)F)C(F)(F)F,UDWCMBHZUNQXPA,10,train
COCCOC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)CCC4=CC(=C(C=C4)OC)OC)N,BAOVRTLMWZRGTG,10,train
C1=CC=C(C=C1)C2=CC=NN3C(=NN=C3S2)C4=CC=NC=C4,WVLHTLFQBUUAAX,8,train
C1COCCN1C(=O)C2=CC(=CC(=C2)N)C(=O)N3CCOCC3,WDXUSIDRWUUKJN,10,train
C1=CC=C2C(=C1)C=NN=C2NN=C3C4=CC=CC=C4C5=CC=CC=C53,OULVCUAHHVEUBB,7,train
CC1=C(C(=NN1CC(=O)N2C(=C(C(=N2)C)Br)C)C)Cl,SRYTYMJSRISDJH,10,train
CC(=O)NC1=CC=C(C=C1)N2C[C@]34C=CC(O3)C(C4C2=O)C(=O)NC5CC5,MYTHDDPRIDIHPS,10,train
CCOC(=O)C1CCN(CC1)S(=O)(=O)C2=CC3=C(C=C2)OCC4=C3ON=C4,NLJPIBKRLGVNLY,10,train
CC1=C(C(=CC=C1)C)N2C(=NN=N2)SCSC3=NN=NN3C4=C(C=CC=C4C)C,NPHFDKAEYQLXKR,10,train
C1=CC(=C(C=C1C(=O)COC(=O)C2=CC=NC=C2)Cl)Cl,PTCJEQBJDABWCV,7,train
